run_id,num_nodes,array_size,message_host,rank,message_time
2,72,1000000,arch08,2,0.00567745
2,72,1000000,arch08,3,0.00595598
2,72,1000000,arch03,27,0.0457379
2,72,1000000,arch03,28,0.0789164
2,72,1000000,arch03,29,0.115095
2,72,1000000,arch03,30,0.150114
2,72,1000000,arch03,31,0.18191
2,72,1000000,arch04,32,0.214684
2,72,1000000,arch04,33,0.251588
2,72,1000000,arch04,34,0.286306
2,72,1000000,arch04,35,0.319905
2,72,1000000,arch04,36,0.355454
2,72,1000000,arch04,37,0.389546
2,72,1000000,arch04,38,0.438038
2,72,1000000,arch04,39,0.471292
2,72,1000000,arch05,40,0.507953
2,72,1000000,arch05,41,0.542368
2,72,1000000,arch05,42,0.577702
2,72,1000000,arch05,43,0.611768
2,72,1000000,arch05,44,0.646938
2,72,1000000,arch05,45,0.681119
2,72,1000000,arch05,46,0.71614
2,72,1000000,arch05,47,0.750992
2,72,1000000,arch06,48,0.786766
2,72,1000000,arch06,49,0.820038
2,72,1000000,arch06,50,0.855903
2,72,1000000,arch06,51,0.889325
2,72,1000000,arch06,52,0.922609
2,72,1000000,arch06,53,0.958027
2,72,1000000,arch06,54,0.992637
2,72,1000000,arch06,55,1.02874
2,72,1000000,arch07,56,1.06505
2,72,1000000,arch07,57,1.09818
2,72,1000000,arch07,58,1.13306
2,72,1000000,arch07,59,1.1695
2,72,1000000,arch07,60,1.20408
2,72,1000000,arch07,61,1.23872
2,72,1000000,arch07,62,1.27239
2,72,1000000,arch07,63,1.3101
2,72,1000000,arch10,64,1.34461
2,72,1000000,arch10,65,1.37675
2,72,1000000,arch10,66,1.41054
2,72,1000000,arch10,67,1.44375
2,72,1000000,arch10,68,1.48173
2,72,1000000,arch10,69,1.51519
2,72,1000000,arch10,70,1.5532
2,72,1000000,arch10,71,1.58376
2,72,1000000,arch01,8,1.62281
2,72,1000000,arch01,9,1.65738
2,72,1000000,arch01,10,1.69064
2,72,1000000,arch01,11,1.72781
2,72,1000000,arch01,12,1.76242
2,72,1000000,arch01,13,1.79741
2,72,1000000,arch01,14,1.83002
2,72,1000000,arch01,15,1.86686
2,72,1000000,arch02,16,1.90055
2,72,1000000,arch02,17,1.9347
2,72,1000000,arch02,18,1.97023
2,72,1000000,arch02,19,2.00155
2,72,1000000,arch02,20,2.03671
2,72,1000000,arch02,21,2.07381
2,72,1000000,arch02,22,2.10609
2,72,1000000,arch02,23,2.14128
2,72,1000000,arch03,24,2.17771
2,72,1000000,arch03,25,2.20528
2,72,1000000,arch03,26,2.24471
3,72,1000000,arch08,2,0.00193191
3,72,1000000,arch08,4,0.0023647
3,72,1000000,arch08,5,0.00342894
3,72,1000000,arch08,6,0.00283005
3,72,1000000,arch08,7,0.00640206
3,72,1000000,arch08,1,0.00646279
3,72,1000000,arch08,3,0.00519077
3,72,1000000,arch07,57,0.0439577
3,72,1000000,arch07,58,0.0805343
3,72,1000000,arch07,59,0.115323
3,72,1000000,arch07,60,0.151004
3,72,1000000,arch07,61,0.185898
3,72,1000000,arch07,62,0.221187
3,72,1000000,arch07,63,0.255719
3,72,1000000,arch10,64,0.287344
3,72,1000000,arch10,65,0.322785
3,72,1000000,arch10,66,0.356393
3,72,1000000,arch10,67,0.392952
3,72,1000000,arch10,68,0.426811
3,72,1000000,arch10,69,0.461669
3,72,1000000,arch10,70,0.497051
3,72,1000000,arch10,71,0.529143
3,72,1000000,arch01,8,0.567827
3,72,1000000,arch01,9,0.603158
3,72,1000000,arch01,10,0.637906
3,72,1000000,arch01,11,0.672768
3,72,1000000,arch01,12,0.70851
3,72,1000000,arch01,13,0.742664
3,72,1000000,arch01,14,0.776017
3,72,1000000,arch01,15,0.812756
3,72,1000000,arch02,16,0.845954
3,72,1000000,arch02,17,0.879181
3,72,1000000,arch02,18,0.911051
3,72,1000000,arch02,19,0.948987
3,72,1000000,arch02,20,0.982483
3,72,1000000,arch02,21,1.01792
3,72,1000000,arch02,22,1.05424
3,72,1000000,arch02,23,1.08756
3,72,1000000,arch03,24,1.1214
3,72,1000000,arch03,25,1.15702
3,72,1000000,arch03,26,1.19233
3,72,1000000,arch03,27,1.22755
3,72,1000000,arch03,28,1.26034
3,72,1000000,arch03,29,1.29748
3,72,1000000,arch03,30,1.33129
3,72,1000000,arch03,31,1.36704
3,72,1000000,arch04,32,1.40096
3,72,1000000,arch04,33,1.43338
3,72,1000000,arch04,34,1.4697
3,72,1000000,arch04,35,1.5054
3,72,1000000,arch04,36,1.54077
3,72,1000000,arch04,37,1.57601
3,72,1000000,arch04,38,1.60947
3,72,1000000,arch04,39,1.64557
3,72,1000000,arch05,40,1.68056
3,72,1000000,arch05,41,1.71467
3,72,1000000,arch05,42,1.75072
3,72,1000000,arch05,43,1.78543
3,72,1000000,arch05,44,1.82043
3,72,1000000,arch05,45,1.85557
3,72,1000000,arch05,46,1.88934
3,72,1000000,arch05,47,1.92619
3,72,1000000,arch06,48,1.95962
3,72,1000000,arch06,49,1.99423
3,72,1000000,arch06,50,2.02872
3,72,1000000,arch06,51,2.06265
3,72,1000000,arch06,52,2.09852
3,72,1000000,arch06,53,2.13242
3,72,1000000,arch06,54,2.16787
3,72,1000000,arch06,55,2.2034
3,72,1000000,arch07,56,2.23835
4,72,1000000,arch08,7,0.00214581
4,72,1000000,arch08,1,0.00282314
4,72,1000000,arch08,2,0.00382086
4,72,1000000,arch08,3,0.00481834
4,72,1000000,arch08,4,0.00611767
4,72,1000000,arch08,5,0.00708206
4,72,1000000,arch08,6,0.00839341
4,72,1000000,arch04,36,0.0435521
4,72,1000000,arch04,37,0.0897548
4,72,1000000,arch04,38,0.123392
4,72,1000000,arch04,39,0.157935
4,72,1000000,arch05,40,0.193603
4,72,1000000,arch05,41,0.229252
4,72,1000000,arch05,42,0.263821
4,72,1000000,arch05,43,0.300132
4,72,1000000,arch05,44,0.33435
4,72,1000000,arch05,45,0.369844
4,72,1000000,arch05,46,0.404114
4,72,1000000,arch05,47,0.439082
4,72,1000000,arch06,48,0.472429
4,72,1000000,arch06,49,0.504734
4,72,1000000,arch06,50,0.542282
4,72,1000000,arch06,51,0.578045
4,72,1000000,arch06,52,0.609954
4,72,1000000,arch06,53,0.645749
4,72,1000000,arch06,54,0.678822
4,72,1000000,arch06,55,0.715787
4,72,1000000,arch07,56,0.753995
4,72,1000000,arch07,57,0.788266
4,72,1000000,arch07,58,0.823936
4,72,1000000,arch07,59,0.858052
4,72,1000000,arch07,60,0.893967
4,72,1000000,arch07,61,0.929774
4,72,1000000,arch07,62,0.964212
4,72,1000000,arch07,63,0.998752
4,72,1000000,arch10,64,1.03306
4,72,1000000,arch10,65,1.06843
4,72,1000000,arch10,66,1.10264
4,72,1000000,arch10,67,1.13871
4,72,1000000,arch10,68,1.16959
4,72,1000000,arch10,69,1.20688
4,72,1000000,arch10,70,1.24037
4,72,1000000,arch10,71,1.27731
4,72,1000000,arch01,8,1.31325
4,72,1000000,arch01,9,1.34854
4,72,1000000,arch01,10,1.38358
4,72,1000000,arch01,11,1.41904
4,72,1000000,arch01,12,1.45317
4,72,1000000,arch01,13,1.48828
4,72,1000000,arch01,14,1.52328
4,72,1000000,arch01,15,1.55848
4,72,1000000,arch02,16,1.58949
4,72,1000000,arch02,17,1.62583
4,72,1000000,arch02,18,1.6606
4,72,1000000,arch02,19,1.6934
4,72,1000000,arch02,20,1.72915
4,72,1000000,arch02,21,1.76433
4,72,1000000,arch02,22,1.79969
4,72,1000000,arch02,23,1.83529
4,72,1000000,arch03,24,1.8705
4,72,1000000,arch03,25,1.90401
4,72,1000000,arch03,26,1.93986
4,72,1000000,arch03,27,1.97273
4,72,1000000,arch03,28,2.01035
4,72,1000000,arch03,29,2.04368
4,72,1000000,arch03,30,2.07703
4,72,1000000,arch03,31,2.11421
4,72,1000000,arch04,32,2.14569
4,72,1000000,arch04,33,2.17747
4,72,1000000,arch04,34,2.21646
4,72,1000000,arch04,35,2.24805
5,72,1000000,arch08,2,0.00217337
5,72,1000000,arch08,3,0.00355342
5,72,1000000,arch08,4,0.00459776
5,72,1000000,arch08,5,0.00533155
5,72,1000000,arch08,6,0.00541773
5,72,1000000,arch08,7,0.00611537
5,72,1000000,arch08,1,0.00772023
5,72,1000000,arch01,15,0.0463243
5,72,1000000,arch02,16,0.0797251
5,72,1000000,arch02,17,0.112166
5,72,1000000,arch02,18,0.147465
5,72,1000000,arch02,19,0.184847
5,72,1000000,arch02,20,0.217068
5,72,1000000,arch02,21,0.251703
5,72,1000000,arch02,22,0.286468
5,72,1000000,arch02,23,0.321502
5,72,1000000,arch03,24,0.353448
5,72,1000000,arch03,25,0.393109
5,72,1000000,arch03,26,0.42768
5,72,1000000,arch03,27,0.457824
5,72,1000000,arch03,28,0.492235
5,72,1000000,arch03,29,0.530079
5,72,1000000,arch03,30,0.565797
5,72,1000000,arch03,31,0.600066
5,72,1000000,arch04,32,0.63104
5,72,1000000,arch04,33,0.669251
5,72,1000000,arch04,34,0.704061
5,72,1000000,arch04,35,0.738123
5,72,1000000,arch04,36,0.774869
5,72,1000000,arch04,37,0.807544
5,72,1000000,arch04,38,0.839134
5,72,1000000,arch04,39,0.876963
5,72,1000000,arch05,40,0.91368
5,72,1000000,arch05,41,0.952401
5,72,1000000,arch05,42,0.986904
5,72,1000000,arch05,43,1.02163
5,72,1000000,arch05,44,1.05704
5,72,1000000,arch05,45,1.09223
5,72,1000000,arch05,46,1.12635
5,72,1000000,arch05,47,1.16127
5,72,1000000,arch06,48,1.19347
5,72,1000000,arch06,49,1.22976
5,72,1000000,arch06,50,1.26468
5,72,1000000,arch06,51,1.2949
5,72,1000000,arch06,52,1.336
5,72,1000000,arch06,53,1.36967
5,72,1000000,arch06,54,1.40395
5,72,1000000,arch06,55,1.43833
5,72,1000000,arch07,56,1.47462
5,72,1000000,arch07,57,1.51044
5,72,1000000,arch07,58,1.546
5,72,1000000,arch07,59,1.58032
5,72,1000000,arch07,60,1.6155
5,72,1000000,arch07,61,1.6496
5,72,1000000,arch07,62,1.68437
5,72,1000000,arch07,63,1.71977
5,72,1000000,arch10,64,1.75333
5,72,1000000,arch10,65,1.78697
5,72,1000000,arch10,66,1.82212
5,72,1000000,arch10,67,1.856
5,72,1000000,arch10,68,1.89201
5,72,1000000,arch10,69,1.9275
5,72,1000000,arch10,70,1.95968
5,72,1000000,arch10,71,1.99822
5,72,1000000,arch01,8,2.03535
5,72,1000000,arch01,9,2.06988
5,72,1000000,arch01,10,2.10492
5,72,1000000,arch01,11,2.14086
5,72,1000000,arch01,12,2.17596
5,72,1000000,arch01,13,2.2101
5,72,1000000,arch01,14,2.24358
6,72,1000000,arch08,5,0.00189415
6,72,1000000,arch08,6,0.00220652
6,72,1000000,arch08,7,0.00334919
6,72,1000000,arch08,1,0.00430775
6,72,1000000,arch08,2,0.00520172
6,72,1000000,arch08,3,0.00711445
6,72,1000000,arch08,4,0.00728833
6,72,1000000,arch06,54,0.0426807
6,72,1000000,arch06,55,0.0760006
6,72,1000000,arch07,56,0.114449
6,72,1000000,arch07,57,0.149583
6,72,1000000,arch07,58,0.184756
6,72,1000000,arch07,59,0.219575
6,72,1000000,arch07,60,0.25381
6,72,1000000,arch07,61,0.290415
6,72,1000000,arch07,62,0.325729
6,72,1000000,arch07,63,0.360674
6,72,1000000,arch10,64,0.392254
6,72,1000000,arch10,65,0.428178
6,72,1000000,arch10,66,0.463331
6,72,1000000,arch10,67,0.497776
6,72,1000000,arch10,68,0.534063
6,72,1000000,arch10,69,0.56856
6,72,1000000,arch10,70,0.600857
6,72,1000000,arch10,71,0.635001
6,72,1000000,arch01,8,0.673723
6,72,1000000,arch01,9,0.707802
6,72,1000000,arch01,10,0.744896
6,72,1000000,arch01,11,0.780664
6,72,1000000,arch01,12,0.815426
6,72,1000000,arch01,13,0.849726
6,72,1000000,arch01,14,0.885031
6,72,1000000,arch01,15,0.920927
6,72,1000000,arch02,16,0.954201
6,72,1000000,arch02,17,0.988811
6,72,1000000,arch02,18,1.02416
6,72,1000000,arch02,19,1.05544
6,72,1000000,arch02,20,1.09087
6,72,1000000,arch02,21,1.12857
6,72,1000000,arch02,22,1.16319
6,72,1000000,arch02,23,1.19453
6,72,1000000,arch03,24,1.23143
6,72,1000000,arch03,25,1.26336
6,72,1000000,arch03,26,1.30099
6,72,1000000,arch03,27,1.33812
6,72,1000000,arch03,28,1.37015
6,72,1000000,arch03,29,1.40611
6,72,1000000,arch03,30,1.44073
6,72,1000000,arch03,31,1.47242
6,72,1000000,arch04,32,1.50432
6,72,1000000,arch04,33,1.54302
6,72,1000000,arch04,34,1.57893
6,72,1000000,arch04,35,1.61277
6,72,1000000,arch04,36,1.64703
6,72,1000000,arch04,37,1.68078
6,72,1000000,arch04,38,1.7164
6,72,1000000,arch04,39,1.75237
6,72,1000000,arch05,40,1.78848
6,72,1000000,arch05,41,1.82331
6,72,1000000,arch05,42,1.8594
6,72,1000000,arch05,43,1.89143
6,72,1000000,arch05,44,1.928
6,72,1000000,arch05,45,1.95997
6,72,1000000,arch05,46,1.99917
6,72,1000000,arch05,47,2.03257
6,72,1000000,arch06,48,2.06761
6,72,1000000,arch06,49,2.10161
6,72,1000000,arch06,50,2.13632
6,72,1000000,arch06,51,2.17073
6,72,1000000,arch06,52,2.20676
6,72,1000000,arch06,53,2.24179
7,72,1000000,arch08,7,0.00212774
7,72,1000000,arch08,1,0.00294742
7,72,1000000,arch08,2,0.00395263
7,72,1000000,arch08,3,0.00481025
7,72,1000000,arch08,4,0.00616624
7,72,1000000,arch08,5,0.00741616
7,72,1000000,arch08,6,0.00790198
7,72,1000000,arch02,16,0.0438733
7,72,1000000,arch02,17,0.0768685
7,72,1000000,arch02,18,0.112531
7,72,1000000,arch02,19,0.147641
7,72,1000000,arch02,20,0.188045
7,72,1000000,arch02,21,0.221667
7,72,1000000,arch02,22,0.257928
7,72,1000000,arch02,23,0.29258
7,72,1000000,arch03,24,0.328322
7,72,1000000,arch03,25,0.362349
7,72,1000000,arch03,26,0.410831
7,72,1000000,arch03,27,0.458549
7,72,1000000,arch03,28,0.49292
7,72,1000000,arch03,29,0.527994
7,72,1000000,arch03,30,0.577556
7,72,1000000,arch03,31,0.625946
7,72,1000000,arch04,32,0.663647
7,72,1000000,arch04,33,0.699715
7,72,1000000,arch04,34,0.743987
7,72,1000000,arch04,35,0.778439
7,72,1000000,arch04,36,0.812389
7,72,1000000,arch04,37,0.84397
7,72,1000000,arch04,38,0.882104
7,72,1000000,arch04,39,0.917314
7,72,1000000,arch05,40,0.952771
7,72,1000000,arch05,41,0.987974
7,72,1000000,arch05,42,1.02275
7,72,1000000,arch05,43,1.05777
7,72,1000000,arch05,44,1.09362
7,72,1000000,arch05,45,1.12744
7,72,1000000,arch05,46,1.16194
7,72,1000000,arch05,47,1.19743
7,72,1000000,arch06,48,1.23133
7,72,1000000,arch06,49,1.26413
7,72,1000000,arch06,50,1.30079
7,72,1000000,arch06,51,1.33684
7,72,1000000,arch06,52,1.37108
7,72,1000000,arch06,53,1.40562
7,72,1000000,arch06,54,1.43758
7,72,1000000,arch06,55,1.47413
7,72,1000000,arch07,56,1.51119
7,72,1000000,arch07,57,1.54546
7,72,1000000,arch07,58,1.57992
7,72,1000000,arch07,59,1.61634
7,72,1000000,arch07,60,1.65145
7,72,1000000,arch07,61,1.68623
7,72,1000000,arch07,62,1.72103
7,72,1000000,arch07,63,1.75677
7,72,1000000,arch10,64,1.78659
7,72,1000000,arch10,65,1.82435
7,72,1000000,arch10,66,1.86008
7,72,1000000,arch10,67,1.89432
7,72,1000000,arch10,68,1.92625
7,72,1000000,arch10,69,1.96465
7,72,1000000,arch10,70,1.99823
7,72,1000000,arch10,71,2.03453
7,72,1000000,arch01,8,2.06959
7,72,1000000,arch01,9,2.10454
7,72,1000000,arch01,10,2.13983
7,72,1000000,arch01,11,2.17507
7,72,1000000,arch01,12,2.21021
7,72,1000000,arch01,13,2.24456
7,72,1000000,arch01,14,2.27988
7,72,1000000,arch01,15,2.31418
8,72,1000000,arch08,1,0.00164657
8,72,1000000,arch08,2,0.0027631
8,72,1000000,arch08,3,0.00124008
8,72,1000000,arch08,4,0.00412033
8,72,1000000,arch08,5,0.00465158
8,72,1000000,arch08,6,0.00563664
8,72,1000000,arch08,7,0.00394554
8,72,1000000,arch04,33,0.0439099
8,72,1000000,arch04,34,0.079729
8,72,1000000,arch04,35,0.112459
8,72,1000000,arch04,36,0.14865
8,72,1000000,arch04,37,0.178319
8,72,1000000,arch04,38,0.21736
8,72,1000000,arch04,39,0.250499
8,72,1000000,arch05,40,0.288313
8,72,1000000,arch05,41,0.322555
8,72,1000000,arch05,42,0.358599
8,72,1000000,arch05,43,0.392134
8,72,1000000,arch05,44,0.426793
8,72,1000000,arch05,45,0.462757
8,72,1000000,arch05,46,0.496184
8,72,1000000,arch05,47,0.531612
8,72,1000000,arch06,48,0.56542
8,72,1000000,arch06,49,0.601077
8,72,1000000,arch06,50,0.632626
8,72,1000000,arch06,51,0.667702
8,72,1000000,arch06,52,0.699633
8,72,1000000,arch06,53,0.737661
8,72,1000000,arch06,54,0.772502
8,72,1000000,arch06,55,0.803036
8,72,1000000,arch07,56,0.843122
8,72,1000000,arch07,57,0.877019
8,72,1000000,arch07,58,0.912524
8,72,1000000,arch07,59,0.945987
8,72,1000000,arch07,60,0.980888
8,72,1000000,arch07,61,1.01564
8,72,1000000,arch07,62,1.0517
8,72,1000000,arch07,63,1.0851
8,72,1000000,arch10,64,1.11965
8,72,1000000,arch10,65,1.15441
8,72,1000000,arch10,66,1.18886
8,72,1000000,arch10,67,1.21857
8,72,1000000,arch10,68,1.25782
8,72,1000000,arch10,69,1.2895
8,72,1000000,arch10,70,1.32597
8,72,1000000,arch10,71,1.36069
8,72,1000000,arch01,8,1.39735
8,72,1000000,arch01,9,1.43144
8,72,1000000,arch01,10,1.46681
8,72,1000000,arch01,11,1.50136
8,72,1000000,arch01,12,1.53635
8,72,1000000,arch01,13,1.57034
8,72,1000000,arch01,14,1.60463
8,72,1000000,arch01,15,1.6399
8,72,1000000,arch02,16,1.67378
8,72,1000000,arch02,17,1.70506
8,72,1000000,arch02,18,1.74252
8,72,1000000,arch02,19,1.77321
8,72,1000000,arch02,20,1.81028
8,72,1000000,arch02,21,1.84441
8,72,1000000,arch02,22,1.87752
8,72,1000000,arch02,23,1.91284
8,72,1000000,arch03,24,1.94819
8,72,1000000,arch03,25,1.9803
8,72,1000000,arch03,26,2.01861
8,72,1000000,arch03,27,2.05484
8,72,1000000,arch03,28,2.08753
8,72,1000000,arch03,29,2.1225
8,72,1000000,arch03,30,2.15634
8,72,1000000,arch03,31,2.19215
8,72,1000000,arch04,32,2.22432
9,72,1000000,arch08,7,0.00221699
9,72,1000000,arch08,1,0.00275986
9,72,1000000,arch08,2,0.00411571
9,72,1000000,arch08,3,0.00558381
9,72,1000000,arch08,4,0.00598559
9,72,1000000,arch08,5,0.00736312
9,72,1000000,arch08,6,0.00786811
9,72,1000000,arch02,19,0.0435877
9,72,1000000,arch02,20,0.0773889
9,72,1000000,arch02,21,0.112674
9,72,1000000,arch02,22,0.148607
9,72,1000000,arch02,23,0.18251
9,72,1000000,arch03,24,0.218679
9,72,1000000,arch03,25,0.252714
9,72,1000000,arch03,26,0.286747
9,72,1000000,arch03,27,0.322591
9,72,1000000,arch03,28,0.355245
9,72,1000000,arch03,29,0.393408
9,72,1000000,arch03,30,0.42377
9,72,1000000,arch03,31,0.460078
9,72,1000000,arch04,32,0.49364
9,72,1000000,arch04,33,0.5295
9,72,1000000,arch04,34,0.563612
9,72,1000000,arch04,35,0.600188
9,72,1000000,arch04,36,0.633448
9,72,1000000,arch04,37,0.669879
9,72,1000000,arch04,38,0.702184
9,72,1000000,arch04,39,0.737978
9,72,1000000,arch05,40,0.774865
9,72,1000000,arch05,41,0.810316
9,72,1000000,arch05,42,0.844411
9,72,1000000,arch05,43,0.879952
9,72,1000000,arch05,44,0.915636
9,72,1000000,arch05,45,0.950694
9,72,1000000,arch05,46,0.983526
9,72,1000000,arch05,47,1.01845
9,72,1000000,arch06,48,1.05573
9,72,1000000,arch06,49,1.08962
9,72,1000000,arch06,50,1.12488
9,72,1000000,arch06,51,1.15735
9,72,1000000,arch06,52,1.1927
9,72,1000000,arch06,53,1.22889
9,72,1000000,arch06,54,1.263
9,72,1000000,arch06,55,1.29661
9,72,1000000,arch07,56,1.33352
9,72,1000000,arch07,57,1.36887
9,72,1000000,arch07,58,1.40393
9,72,1000000,arch07,59,1.43978
9,72,1000000,arch07,60,1.47431
9,72,1000000,arch07,61,1.50964
9,72,1000000,arch07,62,1.54383
9,72,1000000,arch07,63,1.57976
9,72,1000000,arch10,64,1.61397
9,72,1000000,arch10,65,1.64662
9,72,1000000,arch10,66,1.6796
9,72,1000000,arch10,67,1.71521
9,72,1000000,arch10,68,1.74933
9,72,1000000,arch10,69,1.78458
9,72,1000000,arch10,70,1.8216
9,72,1000000,arch10,71,1.85785
9,72,1000000,arch01,8,1.8932
9,72,1000000,arch01,9,1.92824
9,72,1000000,arch01,10,1.96331
9,72,1000000,arch01,11,1.99812
9,72,1000000,arch01,12,2.03359
9,72,1000000,arch01,13,2.0683
9,72,1000000,arch01,14,2.10184
9,72,1000000,arch01,15,2.13701
9,72,1000000,arch02,16,2.16982
9,72,1000000,arch02,17,2.20588
9,72,1000000,arch02,18,2.24192
10,72,1000000,arch08,5,0.00201022
10,72,1000000,arch08,6,0.00250684
10,72,1000000,arch08,7,0.00373816
10,72,1000000,arch08,1,0.00486746
10,72,1000000,arch08,2,0.00588723
10,72,1000000,arch08,3,0.00710438
10,72,1000000,arch08,4,0.0077568
10,72,1000000,arch01,15,0.0462771
10,72,1000000,arch02,16,0.0787917
10,72,1000000,arch02,17,0.114615
10,72,1000000,arch02,18,0.148475
10,72,1000000,arch02,19,0.179807
10,72,1000000,arch02,20,0.217791
10,72,1000000,arch02,21,0.249859
10,72,1000000,arch02,22,0.284293
10,72,1000000,arch02,23,0.320642
10,72,1000000,arch03,24,0.357581
10,72,1000000,arch03,25,0.390581
10,72,1000000,arch03,26,0.425
10,72,1000000,arch03,27,0.45583
10,72,1000000,arch03,28,0.494938
10,72,1000000,arch03,29,0.53015
10,72,1000000,arch03,30,0.567014
10,72,1000000,arch03,31,0.600978
10,72,1000000,arch04,32,0.635154
10,72,1000000,arch04,33,0.665203
10,72,1000000,arch04,34,0.704038
10,72,1000000,arch04,35,0.738214
10,72,1000000,arch04,36,0.771977
10,72,1000000,arch04,37,0.807875
10,72,1000000,arch04,38,0.841694
10,72,1000000,arch04,39,0.876169
10,72,1000000,arch05,40,0.912801
10,72,1000000,arch05,41,0.948148
10,72,1000000,arch05,42,0.98196
10,72,1000000,arch05,43,1.01718
10,72,1000000,arch05,44,1.05362
10,72,1000000,arch05,45,1.0863
10,72,1000000,arch05,46,1.12439
10,72,1000000,arch05,47,1.15759
10,72,1000000,arch06,48,1.18937
10,72,1000000,arch06,49,1.22603
10,72,1000000,arch06,50,1.26025
10,72,1000000,arch06,51,1.29476
10,72,1000000,arch06,52,1.32938
10,72,1000000,arch06,53,1.36596
10,72,1000000,arch06,54,1.40072
10,72,1000000,arch06,55,1.43326
10,72,1000000,arch07,56,1.47088
10,72,1000000,arch07,57,1.50631
10,72,1000000,arch07,58,1.54118
10,72,1000000,arch07,59,1.57545
10,72,1000000,arch07,60,1.61039
10,72,1000000,arch07,61,1.64533
10,72,1000000,arch07,62,1.68023
10,72,1000000,arch07,63,1.71634
10,72,1000000,arch10,64,1.75004
10,72,1000000,arch10,65,1.78428
10,72,1000000,arch10,66,1.81851
10,72,1000000,arch10,67,1.85314
10,72,1000000,arch10,68,1.88933
10,72,1000000,arch10,69,1.91982
10,72,1000000,arch10,70,1.95718
10,72,1000000,arch10,71,1.99025
10,72,1000000,arch01,8,2.02832
10,72,1000000,arch01,9,2.06323
10,72,1000000,arch01,10,2.09858
10,72,1000000,arch01,11,2.13297
10,72,1000000,arch01,12,2.16876
10,72,1000000,arch01,13,2.20248
10,72,1000000,arch01,14,2.23804
